column1,Department_Id,Department_Name,Latitude,Longitude
47,2,Fitness,32.753684997558594,-96.86553955078125
48,4,Apparel,18.38011932373047,-66.1831283569336
49,5,Golf,18.235572814941406,-66.37061309814453
50,5,Golf,18.025367736816406,-66.613037109375
51,5,Golf,18.27383804321289,-66.37063598632812
52,5,Golf,18.284805297851562,-66.37059020996094
53,5,Golf,18.294967651367188,-66.3705062866211
54,5,Golf,18.255712509155273,-66.3705062866211
55,3,Footwear,18.234663009643555,-66.37059783935547
56,3,Footwear,18.26268196105957,-66.37049865722656
57,4,Apparel,18.282794952392578,-66.37055969238281
58,4,Apparel,18.274662017822266,-66.3705825805664
59,3,Footwear,18.268999099731445,-66.37049865722656
60,5,Golf,18.230817794799805,-66.37052154541016
61,6,Outdoors,18.261381149291992,-66.37056732177734
62,6,Outdoors,18.236507415771484,-66.37051391601562
63,3,Footwear,18.359214782714844,-66.07779693603516
64,3,Footwear,18.299442291259766,-66.37052154541016
65,3,Footwear,18.289968490600586,-66.37054443359375
66,4,Apparel,18.22757339477539,-66.0456314086914
67,4,Apparel,18.29882049560547,-66.37059783935547
68,4,Apparel,18.025381088256836,-66.61508178710938
69,4,Apparel,18.250486373901367,-66.3706283569336
70,5,Golf,18.299442291259766,-66.37052154541016
71,5,Golf,18.240697860717773,-66.37055969238281
72,5,Golf,18.26268196105957,-66.37049865722656
73,6,Outdoors,18.212099075317383,-66.3705062866211
74,3,Footwear,18.231313705444336,-66.3706283569336
75,4,Apparel,18.296520233154297,-66.04867553710938
76,4,Apparel,18.287464141845703,-66.37054443359375
77,4,Apparel,18.291080474853516,-66.3705062866211
78,4,Apparel,18.249845504760742,-66.3705062866211
79,4,Apparel,18.256717681884766,-66.3706283569336
80,4,Apparel,18.247543334960938,-66.02530670166016
81,5,Golf,18.276737213134766,-66.37055206298828
82,5,Golf,18.29684829711914,-66.3705062866211
83,5,Golf,18.296092987060547,-66.3705062866211
84,5,Golf,18.291080474853516,-66.3705062866211
85,5,Golf,18.210573196411133,-66.3705825805664
86,5,Golf,18.20111656188965,-66.37059020996094
87,5,Golf,18.214691162109375,-66.37051391601562
88,5,Golf,18.284255981445312,-66.3705825805664
89,5,Golf,18.206668853759766,-66.37056732177734
90,5,Golf,18.35907554626465,-66.07783508300781
91,5,Golf,18.2637882232666,-66.37052917480469
92,5,Golf,18.203304290771484,-66.37052154541016
93,5,Golf,18.224870681762695,-66.37052154541016
94,5,Golf,18.2506103515625,-66.3706283569336
95,5,Golf,18.27340316772461,-66.37052154541016
96,5,Golf,18.291379928588867,-66.37053680419922
97,5,Golf,18.24738883972168,-66.37057495117188
98,5,Golf,18.279205322265625,-66.37055206298828
99,5,Golf,17.98249053955078,-66.1126708984375
100,5,Golf,18.24496078491211,-66.37053680419922
101,5,Golf,18.284536361694336,-66.37060546875
102,5,Golf,18.28339195251465,-66.37051391601562
103,5,Golf,18.221725463867188,-66.37059020996094
104,5,Golf,18.253332138061523,-66.37051391601562
105,5,Golf,18.229768753051758,-66.37052917480469
106,5,Golf,18.22978401184082,-66.37054443359375
107,5,Golf,18.227581024169922,-66.04357147216797
108,5,Golf,18.222972869873047,-66.37059020996094
109,5,Golf,18.241207122802734,-66.3705062866211
110,5,Golf,18.051990509033203,-66.50184631347656
111,5,Golf,18.206642150878906,-66.37052917480469
112,6,Outdoors,18.27825164794922,-66.37059783935547
113,6,Outdoors,18.279205322265625,-66.37055206298828
114,6,Outdoors,17.98249053955078,-66.1126708984375
115,7,Fan Shop,18.227760314941406,-66.37059020996094
116,2,Fitness,18.236244201660156,-66.37062072753906
117,3,Footwear,18.219491958618164,-66.37052917480469
118,3,Footwear,18.252891540527344,-66.3705825805664
119,3,Footwear,18.22985076904297,-66.37062072753906
120,3,Footwear,18.221900939941406,-66.37052154541016
121,3,Footwear,18.260190963745117,-66.37052917480469
122,3,Footwear,18.281286239624023,-66.3705062866211
123,3,Footwear,18.211017608642578,-66.37052917480469
124,3,Footwear,18.220197677612305,-66.3705825805664
125,3,Footwear,18.255340576171875,-66.3705062866211
126,3,Footwear,18.232158660888672,-66.37059020996094
127,4,Apparel,18.20737648010254,-66.37055206298828
128,4,Apparel,18.2733154296875,-66.37060546875
129,4,Apparel,18.262664794921875,-66.37061309814453
130,4,Apparel,18.260164260864258,-66.37059020996094
131,4,Apparel,18.245351791381836,-66.37059783935547
132,4,Apparel,18.217750549316406,-66.37060546875
133,4,Apparel,18.29214859008789,-66.37061309814453
134,3,Footwear,18.26737403869629,-66.3706283569336
135,4,Apparel,18.296594619750977,-66.37059020996094
136,4,Apparel,18.27468490600586,-66.37056732177734
137,4,Apparel,18.219446182250977,-66.37057495117188
138,4,Apparel,18.239755630493164,-66.37059020996094
139,7,Fan Shop,18.264326095581055,-66.37060546875
140,7,Fan Shop,18.219446182250977,-66.37057495117188
141,10,Technology,18.270854949951172,-66.03705596923828
142,10,Technology,18.236652374267578,-66.03706359863281
143,10,Technology,18.282060623168945,-66.03705596923828
144,10,Technology,18.215242385864258,-66.03705596923828
145,10,Technology,18.255985260009766,-66.03705596923828
146,10,Technology,18.281721115112305,-66.03705596923828
147,10,Technology,18.23458480834961,-66.03705596923828
148,10,Technology,18.25249671936035,-66.03704833984375
149,10,Technology,18.255084991455078,-66.03705596923828
150,10,Technology,18.28042221069336,-66.03706359863281
151,10,Technology,18.23288917541504,-66.03706359863281
152,10,Technology,18.2286434173584,-66.03706359863281
153,10,Technology,18.295324325561523,-66.03705596923828
154,10,Technology,18.242177963256836,-66.03706359863281
155,10,Technology,18.25569725036621,-66.03706359863281
156,10,Technology,18.266399383544922,-66.03706359863281
157,10,Technology,18.23524284362793,-66.03705596923828
158,10,Technology,18.25786781311035,-66.03705596923828
159,10,Technology,18.223379135131836,-66.03705596923828
160,10,Technology,18.231075286865234,-66.03705596923828
161,10,Technology,18.26862907409668,-66.03705596923828
162,10,Technology,18.227088928222656,-66.03706359863281
163,10,Technology,18.234378814697266,-66.03705596923828
164,10,Technology,18.29236602783203,-66.03706359863281
165,10,Technology,18.21356773376465,-66.03706359863281
166,10,Technology,18.29204750061035,-66.03706359863281
167,10,Technology,18.246091842651367,-66.03706359863281
168,10,Technology,18.209394454956055,-66.03705596923828
169,10,Technology,18.29184341430664,-66.03704833984375
170,2,Fitness,18.22757339477539,-66.04370880126953
171,2,Fitness,18.28542137145996,-66.37056732177734
172,2,Fitness,18.246923446655273,-66.37057495117188
173,3,Footwear,18.23379898071289,-66.37056732177734
174,3,Footwear,18.24496078491211,-66.37053680419922
175,3,Footwear,18.232208251953125,-66.3706283569336
176,3,Footwear,18.26521110534668,-66.37055206298828
177,3,Footwear,18.285703659057617,-66.3705062866211
178,3,Footwear,18.296850204467773,-66.3706283569336
179,3,Footwear,40.65486526489258,-73.58707427978516
180,3,Footwear,38.7426643371582,-76.9917984008789
181,3,Footwear,35.362545013427734,-119.0186996459961
182,4,Apparel,40.74210739135742,-73.86962127685547
183,4,Apparel,39.28849411010742,-84.35511779785156
184,4,Apparel,39.183658599853516,-77.26545715332031
185,5,Golf,32.9659309387207,-96.8490219116211
186,5,Golf,39.183658599853516,-77.26545715332031
187,5,Golf,29.8343563079834,-95.33792877197266
188,5,Golf,40.65486526489258,-73.58707427978516
189,5,Golf,40.237281799316406,-76.96795654296875
190,5,Golf,34.203399658203125,-118.60590362548828
191,6,Outdoors,21.31185531616211,-158.0046844482422
192,6,Outdoors,40.09635925292969,-74.21524047851562
193,4,Apparel,43.21662521362305,-75.45603942871094
194,4,Apparel,33.211219787597656,-117.25106048583984
195,5,Golf,32.8013916015625,-97.33025360107422
196,5,Golf,43.78569030761719,-88.47438049316406
197,6,Outdoors,39.7966194152832,-75.4700698852539
198,3,Footwear,34.07656478881836,-117.61408996582031
199,4,Apparel,28.622177124023438,-81.20755767822266
200,4,Apparel,42.96662139892578,-78.741943359375
201,4,Apparel,21.305620193481445,-157.8386993408203
202,4,Apparel,33.185874938964844,-117.36585235595703
203,4,Apparel,43.02910232543945,-78.87342071533203
204,5,Golf,36.826900482177734,-119.67769622802734
205,5,Golf,40.70170974731445,-73.80841827392578
206,5,Golf,38.69002151489258,-90.144775390625
207,5,Golf,42.4196891784668,-71.10621643066406
208,5,Golf,34.04991912841797,-117.71610260009766
209,5,Golf,33.415199279785156,-111.91999053955078
210,5,Golf,33.742794036865234,-117.88475036621094
211,5,Golf,39.960235595703125,-76.6767578125
212,6,Outdoors,39.74543380737305,-104.87538146972656
213,3,Footwear,34.27391052246094,-118.7662124633789
214,3,Footwear,39.04636001586914,-76.98272705078125
215,3,Footwear,44.725521087646484,-93.20613098144531
216,3,Footwear,29.455989837646484,-98.52809143066406
217,3,Footwear,39.956729888916016,-75.19525909423828
218,3,Footwear,40.037750244140625,-75.06806182861328
219,3,Footwear,40.8635368347168,-73.87049865722656
220,4,Apparel,35.60034942626953,-77.33486938476562
221,4,Apparel,40.80119323730469,-74.48561096191406
222,4,Apparel,32.77627944946289,-117.13421630859375
223,4,Apparel,34.190391540527344,-119.17780303955078
224,4,Apparel,25.825075149536133,-80.19588470458984
225,4,Apparel,35.131439208984375,-106.54520416259766
226,4,Apparel,35.18754196166992,-101.86762237548828
227,4,Apparel,28.08681297302246,-82.4389877319336
228,4,Apparel,44.072105407714844,-12.13232707977295
229,4,Apparel,40.41255187988281,-74.41832733154297
230,4,Apparel,34.85777282714844,-80.84423828125
231,4,Apparel,34.06832504272461,-117.65575408935547
232,4,Apparel,29.780574798583984,-95.1719970703125
233,4,Apparel,37.05174255371094,-76.4016342163086
234,4,Apparel,40.74559020996094,-73.97927856445312
235,4,Apparel,35.938297271728516,-118.94384765625
236,4,Apparel,45.59825897216797,-12.272428512573242
237,4,Apparel,41.34696960449219,-81.8263168334961
238,4,Apparel,31.65174102783203,-106.26762390136719
239,4,Apparel,29.773101806640625,-100.61219787597656
240,4,Apparel,40.866493225097656,-111.84932708740234
241,4,Apparel,47.39371109008789,-122.22283172607422
242,4,Apparel,41.74866485595703,-87.66320037841797
243,4,Apparel,41.95851135253906,-70.66861724853516
244,4,Apparel,40.59949493408203,-73.76248168945312
245,4,Apparel,29.66958236694336,-95.24147033691406
246,4,Apparel,40.015621185302734,-75.0841064453125
247,4,Apparel,34.27391052246094,-118.7662124633789
248,4,Apparel,42.39807891845703,-83.20157623291016
249,4,Apparel,33.77366638183594,-118.00330352783203
250,4,Apparel,32.749534606933594,-117.10465240478516
251,4,Apparel,41.8955192565918,-87.71821594238281
252,4,Apparel,33.994598388671875,-117.95343017578125
253,4,Apparel,37.32554244995117,-121.79934692382812
254,4,Apparel,41.71363830566406,-81.36167907714844
255,4,Apparel,37.34306716918945,-121.98393249511719
256,4,Apparel,33.688961029052734,-117.99574279785156
257,4,Apparel,33.79319763183594,-118.18952941894531
258,4,Apparel,33.758209228515625,-118.00190734863281
259,4,Apparel,26.21472930908203,-80.23004913330078
260,5,Golf,34.139320373535156,-117.90744018554688
261,5,Golf,26.098499298095703,-80.27095031738281
262,5,Golf,29.460079193115234,-98.52754211425781
263,5,Golf,40.357421875,-74.64842224121094
264,5,Golf,40.509803771972656,-74.26966857910156
265,5,Golf,25.930015563964844,-80.16291046142578
266,5,Golf,39.27056121826172,-84.27059173583984
267,5,Golf,36.910831451416016,-76.12958526611328
268,5,Golf,38.15983963012695,-85.59026336669922
269,5,Golf,43.16891098022461,-78.6921615600586
270,5,Golf,41.89491653442383,-87.76180267333984
271,5,Golf,40.584415435791016,-74.15991973876953
272,5,Golf,32.27982711791992,-110.9582290649414
273,5,Golf,41.9273681640625,-70.74844360351562
274,6,Outdoors,41.476539611816406,-81.72341918945312
275,6,Outdoors,40.870304107666016,-73.87062072753906
276,6,Outdoors,42.42012023925781,-79.3132095336914
277,6,Outdoors,37.926849365234375,-121.3893051147461
278,6,Outdoors,35.18754196166992,-101.86762237548828
279,6,Outdoors,39.455711364746094,-77.96917724609375
280,7,Fan Shop,39.630035400390625,-78.74319458007812
281,2,Fitness,40.56959915161133,-89.64508056640625
282,3,Footwear,30.497678756713867,-84.2318344116211
283,4,Apparel,30.353422164916992,-81.51309204101562
284,5,Golf,42.002201080322266,-71.51410675048828
285,5,Golf,38.135562896728516,-121.26934051513672
286,6,Outdoors,33.710079193115234,-84.11247253417969
287,2,Fitness,41.715816497802734,-87.7405776977539
288,3,Footwear,42.39391326904297,-83.00836944580078
289,3,Footwear,34.10591125488281,-118.11964416503906
290,3,Footwear,42.34568786621094,-83.52059173583984
291,3,Footwear,43.02910232543945,-78.87342071533203
292,3,Footwear,33.589874267578125,-112.11637115478516
293,3,Footwear,30.03802490234375,-90.25691986083984
294,3,Footwear,40.33852005004883,-80.12894439697266
295,3,Footwear,29.502809524536133,-98.59452819824219
296,3,Footwear,40.20738983154297,-74.7934799194336
297,3,Footwear,35.213626861572266,-89.82608032226562
298,3,Footwear,47.303043365478516,-122.35281372070312
299,3,Footwear,32.6954231262207,-117.09900665283203
300,3,Footwear,42.0063591003418,-87.66739654541016
301,3,Footwear,34.125946044921875,-118.291015625
302,3,Footwear,40.871429443359375,-73.87063598632812
303,3,Footwear,33.56687927246094,-117.76332092285156
304,3,Footwear,41.88238525390625,-88.20149993896484
305,4,Apparel,34.067874908447266,-117.92737579345703
306,4,Apparel,34.241249084472656,-119.19454193115234
307,4,Apparel,38.91826248168945,-77.03946685791016
308,4,Apparel,27.965654373168945,-82.2528076171875
309,4,Apparel,21.415550231933594,-157.80389404296875
310,5,Golf,34.26494216918945,-119.2186050415039
311,5,Golf,40.640594482421875,-73.97518920898438
312,5,Golf,33.225486755371094,-117.30706787109375
313,5,Golf,32.73230743408203,-97.47290802001953
314,5,Golf,41.95851135253906,-70.66861724853516
315,5,Golf,41.48426818847656,-81.59226989746094
316,5,Golf,39.92448425292969,-75.17574310302734
317,5,Golf,38.116024017333984,-121.36372375488281
318,5,Golf,35.401397705078125,-119.04488372802734
319,5,Golf,39.94662857055664,-75.21822357177734
320,5,Golf,33.78245162963867,-118.19224548339844
321,5,Golf,37.32887649536133,-121.85015106201172
322,5,Golf,35.75965881347656,-86.26461029052734
323,5,Golf,33.08951950073242,-117.25520324707031
324,5,Golf,39.39854049682617,-84.5566177368164
325,5,Golf,29.696537017822266,-95.64591979980469
326,5,Golf,40.82476043701172,-73.94992065429688
327,5,Golf,37.67551040649414,-122.0496826171875
328,5,Golf,39.4260368347168,-75.23985290527344
329,5,Golf,39.455711364746094,-77.96917724609375
330,5,Golf,40.74032211303711,-73.30113983154297
331,5,Golf,42.1104850769043,-88.08236694335938
332,5,Golf,33.082828521728516,-82.99987030029297
333,5,Golf,34.197181701660156,-118.48652648925781
334,5,Golf,25.948780059814453,-80.28707885742188
335,5,Golf,34.099609375,-118.35073852539062
336,5,Golf,44.95698165893555,-93.06536865234375
337,5,Golf,40.52578353881836,-74.39421844482422
338,5,Golf,29.737014770507812,-94.96875762939453
339,5,Golf,34.31019973754883,-118.45307922363281
340,5,Golf,44.05973815917969,-12.130937576293945
341,6,Outdoors,38.116024017333984,-121.36372375488281
342,6,Outdoors,25.898019790649414,-80.24020385742188
343,6,Outdoors,44.77007293701172,-93.28409576416016
344,6,Outdoors,40.856929779052734,-73.39674377441406
345,2,Fitness,18.291366577148438,-66.03705596923828
346,2,Fitness,37.344669342041016,-122.0356674194336
347,2,Fitness,29.60960578918457,-95.61593627929688
348,2,Fitness,18.26264190673828,-66.03705596923828
349,2,Fitness,42.34962844848633,-71.15328216552734
350,2,Fitness,18.258665084838867,-66.03705596923828
351,2,Fitness,33.77395248413086,-117.96189880371094
352,2,Fitness,18.215097427368164,-66.03706359863281
353,2,Fitness,46.81184387207031,-100.7877197265625
354,2,Fitness,18.20598602294922,-66.03705596923828
355,2,Fitness,39.14162063598633,-77.22708129882812
356,2,Fitness,18.203554153442383,-66.03705596923828
357,2,Fitness,21.32156753540039,-157.87217712402344
358,2,Fitness,33.902198791503906,-84.15373992919922
359,2,Fitness,18.218570709228516,-66.03705596923828
360,2,Fitness,36.910831451416016,-76.12958526611328
361,2,Fitness,34.139320373535156,-117.90744018554688
362,2,Fitness,40.866180419921875,-73.8702392578125
363,2,Fitness,18.27690887451172,-66.03705596923828
364,2,Fitness,40.395790100097656,-111.54888153076172
365,2,Fitness,35.5692024230957,-87.08045196533203
366,2,Fitness,18.25554656982422,-66.03705596923828
367,2,Fitness,37.926849365234375,-121.38931274414062
368,2,Fitness,34.02061462402344,-84.42745971679688
369,2,Fitness,18.23998260498047,-66.03705596923828
370,2,Fitness,42.831871032714844,-86.07852172851562
371,2,Fitness,42.2564582824707,-83.41688537597656
372,2,Fitness,40.66080093383789,-73.92007446289062
373,2,Fitness,18.249895095825195,-66.03706359863281
374,2,Fitness,39.68975067138672,-105.02458953857422
375,2,Fitness,42.52365493774414,-85.6944580078125
376,2,Fitness,18.298830032348633,-66.03706359863281
377,2,Fitness,41.782806396484375,-87.6146469116211
378,2,Fitness,18.29244613647461,-66.03706359863281
379,2,Fitness,42.40109634399414,-82.92513275146484
380,2,Fitness,18.200027465820312,-66.03704833984375
381,2,Fitness,36.04489517211914,-86.353271484375
382,2,Fitness,18.23353385925293,-66.03706359863281
383,2,Fitness,41.47214126586914,-81.73681640625
384,2,Fitness,18.281082153320312,-66.03705596923828
385,2,Fitness,43.16891098022461,-78.6921615600586
386,2,Fitness,18.20433235168457,-66.03705596923828
387,2,Fitness,38.77838134765625,-90.50777435302734
388,2,Fitness,34.099609375,-118.35073852539062
389,2,Fitness,37.321388244628906,-122.0307388305664
390,2,Fitness,18.23747444152832,-66.03706359863281
391,2,Fitness,37.15639114379883,-93.2860107421875
392,2,Fitness,18.284238815307617,-66.03704833984375
393,2,Fitness,33.64875411987305,-117.6374282836914
394,2,Fitness,34.11436462402344,-118.1924819946289
395,2,Fitness,18.23448371887207,-66.03706359863281
396,2,Fitness,34.02566909790039,-84.357421875
397,2,Fitness,18.272659301757812,-66.03705596923828
398,2,Fitness,42.243988037109375,-83.61991119384766
399,2,Fitness,40.640594482421875,-73.97518920898438
400,2,Fitness,18.288671493530273,-66.03706359863281
401,2,Fitness,33.578731536865234,-112.26609802246094
402,2,Fitness,18.20901107788086,-66.03705596923828
403,2,Fitness,33.76652145385742,-117.9461898803711
404,2,Fitness,18.299842834472656,-66.03705596923828
405,2,Fitness,39.816646575927734,-74.98467254638672
406,2,Fitness,35.28209686279297,-89.97310638427734
407,2,Fitness,36.08100509643555,-86.68705749511719
408,2,Fitness,18.27984046936035,-66.03704833984375
409,2,Fitness,40.659873962402344,-112.00286865234375
410,2,Fitness,18.257083892822266,-66.03704833984375
411,2,Fitness,35.362545013427734,-119.0186996459961
412,2,Fitness,18.219507217407227,-66.03704833984375
413,2,Fitness,34.073638916015625,-117.7083511352539
414,2,Fitness,18.25214958190918,-66.03705596923828
415,2,Fitness,30.49506187438965,-84.24580383300781
416,2,Fitness,18.25360870361328,-66.03706359863281
417,2,Fitness,40.687034606933594,-73.62446594238281
418,2,Fitness,18.26331901550293,-66.03705596923828
419,2,Fitness,40.768619537353516,-73.90949249267578
420,2,Fitness,37.01370620727539,-121.58934783935547
421,2,Fitness,18.216949462890625,-66.03705596923828
422,2,Fitness,34.133609771728516,-117.90589141845703
423,2,Fitness,18.287202835083008,-66.03705596923828
424,2,Fitness,36.110198974609375,-81.52600860595703
425,2,Fitness,40.881649017333984,-81.25228118896484
426,2,Fitness,44.630760192871094,-123.10843658447266
427,2,Fitness,18.150150299072266,-65.8259506225586
428,2,Fitness,18.245641708374023,-66.03705596923828
429,2,Fitness,40.6866569519043,-73.37553405761719
430,2,Fitness,41.42148208618164,-82.09407043457031
431,2,Fitness,18.200973510742188,-66.03704833984375
432,2,Fitness,33.936424255371094,-117.42058563232422
433,2,Fitness,18.290395736694336,-66.03705596923828
434,2,Fitness,33.83179473876953,-118.26132202148438
435,2,Fitness,33.410011291503906,-111.77179718017578
436,2,Fitness,18.263086318969727,-66.03705596923828
437,2,Fitness,21.34315299987793,-157.90660095214844
438,2,Fitness,18.266878128051758,-66.03705596923828
439,5,Golf,18.231313705444336,-66.3706283569336
440,5,Golf,18.222986221313477,-66.3706283569336
441,3,Footwear,18.241153717041016,-66.37056732177734
442,3,Footwear,18.294967651367188,-66.3705062866211
443,4,Apparel,18.24503517150879,-66.37061309814453
444,4,Apparel,18.284805297851562,-66.37059020996094
445,4,Apparel,18.2011661529541,-66.37051391601562
446,4,Apparel,18.281770706176758,-66.37053680419922
447,4,Apparel,18.22202491760254,-66.37055969238281
448,5,Golf,18.2011661529541,-66.37051391601562
449,5,Golf,18.218719482421875,-66.37054443359375
450,6,Outdoors,18.255184173583984,-66.37061309814453
451,6,Outdoors,18.291248321533203,-66.37056732177734
452,4,Apparel,18.234525680541992,-66.37062072753906
453,2,Fitness,18.282794952392578,-66.37055969238281
454,3,Footwear,18.22754669189453,-66.0436019897461
455,3,Footwear,18.28764533996582,-66.37061309814453
456,4,Apparel,18.28764533996582,-66.37061309814453
457,5,Golf,18.274662017822266,-66.3705825805664
458,5,Golf,18.233875274658203,-66.37053680419922
459,3,Footwear,18.28335189819336,-66.37052154541016
460,6,Outdoors,18.224849700927734,-66.37051391601562
461,3,Footwear,18.262495040893555,-66.37053680419922
462,3,Footwear,18.236846923828125,-66.37060546875
463,3,Footwear,18.244962692260742,-66.37059020996094
464,4,Apparel,18.240697860717773,-66.37055969238281
465,4,Apparel,18.359214782714844,-66.07779693603516
466,5,Golf,18.22757339477539,-66.0435791015625
467,5,Golf,18.207059860229492,-66.37054443359375
468,5,Golf,18.249799728393555,-66.3705825805664
469,5,Golf,18.278791427612305,-66.37057495117188
470,5,Golf,18.244115829467773,-66.3706283569336
471,6,Outdoors,18.249799728393555,-66.3705825805664
472,3,Footwear,18.247743606567383,-66.37059783935547
473,3,Footwear,18.265968322753906,-66.37063598632812
474,3,Footwear,18.2047176361084,-66.37059020996094
475,4,Apparel,18.241466522216797,-66.37053680419922
476,4,Apparel,18.261577606201172,-66.37051391601562
477,5,Golf,18.28203010559082,-66.37054443359375
478,5,Golf,18.249845504760742,-66.3705062866211
479,5,Golf,18.200868606567383,-66.37054443359375
480,6,Outdoors,18.211833953857422,-66.37053680419922
481,6,Outdoors,18.22026824951172,-66.3706283569336
482,4,Apparel,18.230627059936523,-66.37049865722656
483,4,Apparel,18.288713455200195,-66.3705062866211
484,5,Golf,18.234243392944336,-66.37061309814453
485,5,Golf,18.274776458740234,-66.37055969238281
486,5,Golf,18.299190521240234,-66.37053680419922
487,5,Golf,18.282405853271484,-66.3705062866211
488,6,Outdoors,18.289548873901367,-66.37055206298828
489,5,Golf,18.234525680541992,-66.37062072753906
490,3,Footwear,18.230684280395508,-66.37052917480469
491,4,Apparel,18.286518096923828,-66.37051391601562
492,4,Apparel,18.207719802856445,-66.37060546875
493,4,Apparel,18.261062622070312,-66.37053680419922
494,4,Apparel,18.292810440063477,-66.37053680419922
495,3,Footwear,18.278989791870117,-66.37052917480469
496,5,Golf,18.236507415771484,-66.37051391601562
497,3,Footwear,18.285146713256836,-66.3706283569336
498,3,Footwear,18.275041580200195,-66.3706283569336
499,4,Apparel,18.257404327392578,-66.37059783935547
500,4,Apparel,18.260507583618164,-66.37062072753906
501,4,Apparel,18.351293563842773,-65.96311950683594
502,4,Apparel,18.223773956298828,-66.37060546875
503,5,Golf,18.275041580200195,-66.3706283569336
504,5,Golf,18.289968490600586,-66.37054443359375
505,5,Golf,18.29444694519043,-66.37054443359375
506,5,Golf,18.22501564025879,-66.37062072753906
507,5,Golf,18.260507583618164,-66.37062072753906
508,5,Golf,18.216712951660156,-66.3705825805664
509,5,Golf,18.262495040893555,-66.37053680419922
510,6,Outdoors,18.204933166503906,-66.37052154541016
511,5,Golf,18.25057029724121,-66.3705825805664
512,3,Footwear,18.249845504760742,-66.3705062866211
513,3,Footwear,18.270923614501953,-66.37060546875
514,3,Footwear,18.207653045654297,-66.37055969238281
515,3,Footwear,18.296438217163086,-66.37062072753906
516,4,Apparel,18.27996063232422,-66.03706359863281
517,4,Apparel,18.273521423339844,-66.37053680419922
518,4,Apparel,18.270923614501953,-66.37060546875
519,4,Apparel,18.22757339477539,-66.04370880126953
520,4,Apparel,18.285018920898438,-66.37060546875
521,4,Apparel,18.2590389251709,-66.37061309814453
522,4,Apparel,18.258358001708984,-66.37052917480469
523,4,Apparel,18.200124740600586,-66.37051391601562
524,4,Apparel,18.25347900390625,-66.03704833984375
525,4,Apparel,18.264230728149414,-66.3705825805664
526,4,Apparel,18.262298583984375,-66.37057495117188
527,4,Apparel,18.23555564880371,-66.37051391601562
528,4,Apparel,18.35419464111328,-66.07129669189453
529,4,Apparel,18.264286041259766,-66.37057495117188
530,4,Apparel,18.207653045654297,-66.37055969238281
531,4,Apparel,18.27635383605957,-66.03704833984375
532,4,Apparel,18.385969161987305,-66.09400939941406
533,4,Apparel,18.25274658203125,-66.37055206298828
534,4,Apparel,18.275304794311523,-66.37059783935547
535,4,Apparel,18.262197494506836,-66.37055969238281
536,4,Apparel,18.283422470092773,-66.3706283569336
537,4,Apparel,18.20552635192871,-66.3706283569336
538,4,Apparel,18.286169052124023,-66.3705062866211
539,4,Apparel,18.215559005737305,-66.3705062866211
540,4,Apparel,18.216175079345703,-66.37061309814453
541,4,Apparel,18.289695739746094,-66.37051391601562
